"mean" "sd" "0.025quant" "0.975quant" "mode"
"b0" 0.208132703207169 0.147651928930715 -0.101451898429802 0.49197351446623 0.219179034928225
"b0pp" 4.52917627761215 0.124296797060367 4.27260300653615 4.76292340150658 4.5397845793238
"Precision for the Gaussian observations" 1.96778488129489 0.279039865554796 1.47478616159866 2.57214149961479 1.91095507295818
"Theta1 for i" -3.30695407181395 0.429362743767777 -4.13774472702672 -2.44521112002601 -3.33599347600118
"Theta2 for i" 2.47361494306321 0.407151119526299 1.65656317110332 3.26153606303544 2.50095117281856
"Beta for j" 0.455537080048522 0.169435622409689 0.13513319021627 0.802067842089985 0.431265930301036
"b0" -0.207175038863618 0.131471947780414 -0.436141147691612 0.0939523304079348 -0.236098041782396
"b0pp" 4.60499249958653 0.10525316980482 4.39979618303245 4.81325066911814 4.60363199012585
"Precision for the Gaussian observations" 1.98904316975417 0.231271667247739 1.49299202459638 2.40290735567678 2.08586858593695
"Theta1 for i" -3.45513813528856 0.490036061005779 -4.27768599598533 -2.30462105319781 -3.72063802350208
"Theta2 for i" 2.6017585403945 0.427989071324467 1.59700050930654 3.31990497284647 2.83364246440845
"Beta for j" 0.245586251797079 0.10947370939031 0.0614333291701909 0.490962756538738 0.192739256675551
"b0" 0.143467953101422 0.203894347425247 -0.282918336097359 0.53430057296985 0.162150774460592
"b0pp" 4.59859223535768 0.10445793748759 4.39333970489172 4.80343032842488 4.59885527771293
"Precision for the Gaussian observations" 1.91684199709433 0.249753830922275 1.46141668692155 2.44391734992056 1.88727586498331
"Theta1 for i" -2.93818581903586 0.340667303037505 -3.57306852865761 -2.23275277619555 -3.00264076261067
"Theta2 for i" 1.93597391185539 0.392753471352158 1.12200218369875 2.66713565060627 2.01160442931432
"Beta for j" -0.0471791147701213 0.145501438330791 -0.331406355557731 0.241865572171779 -0.0516963661621652
"b0" 0.195486705509394 0.17647474702145 -0.144311524117168 0.560361580685053 0.181113003718963
"b0pp" 4.60035870734963 0.115439842538909 4.37155863689158 4.82632286192518 4.60155686809299
"Precision for the Gaussian observations" 1.79228326187814 0.199688667002381 1.41710521973166 2.20228396371543 1.78489230083841
"Theta1 for i" -2.46178158312681 0.283122878695412 -3.00954737878702 -1.89346129354751 -2.48105511998305
"Theta2 for i" 1.68761553707631 0.381133627343069 0.923861958551372 2.42659052943359 1.71082828895439
"Beta for j" 0.320373285609776 0.17486471327693 -0.0197624317026544 0.669256017280974 0.312164711851927
"b0" 0.0506360921221161 0.0953085077893523 -0.152001072321082 0.228418383621368 0.0606505901342066
"b0pp" 4.56326903238244 0.110142504680662 4.34280943195723 4.77564069809018 4.56732411294422
"Precision for the Gaussian observations" 1.50158443537685 0.23056622472243 1.08047742613296 1.98562254967045 1.4811222425556
"Theta1 for i" -2.95548092263295 0.77192442061908 -4.38172290725478 -1.35097877047227 -3.1232343797186
"Theta2 for i" 2.66920374742854 0.52689951765236 1.5958029269987 3.66903253948838 2.73770094440409
"Beta for j" 0.528747219521331 0.322014319712923 -0.05274128328025 1.20932885608343 0.436484484511166
"b0" 0.00894400260669657 0.0860102151049784 -0.160692512367055 0.180685915676491 0.00760110143223101
"b0pp" 4.58924519697756 0.10851671150704 4.37443128226904 4.8010614248076 4.59059023681753
"Precision for the Gaussian observations" 1.30902649589433 0.184465367646994 0.976319564339164 1.70161143928804 1.28284028478811
"Theta1 for i" -2.31295975026985 1.2195209473053 -4.71043751713363 0.0930420873691484 -2.3209193635322
"Theta2 for i" 2.49269778300733 0.754095854884104 1.03402208634539 4.00461415573862 2.44300721460664
"Beta for j" 0.747976797807366 0.489144013796262 -0.184043568477753 1.74239092370925 0.689919337705232
"b0" -0.0849914110914869 0.0835813650813572 -0.257948772104796 0.0736215381035684 -0.0783186696340253
"b0pp" 4.56231545600133 0.11466970818674 4.33259568622529 4.78312884253708 4.56640391456958
"Precision for the Gaussian observations" 1.70779658681643 0.199440020816075 1.33932577270453 2.12421332382567 1.68982845626864
"Theta1 for i" -1.64158721420841 1.24581601543407 -3.92237459257095 0.974599688481154 -1.94927505011626
"Theta2 for i" 1.79191532595594 1.05863632565197 -0.428265252751822 3.73349180966776 2.04726751841083
"Beta for j" 0.861626706688777 0.294046700476572 0.301890326388448 1.45986201084202 0.825810327474891
"b0" -0.113733642953171 0.144029526918241 -0.427683759694675 0.148027498923273 -0.0872275553549698
"b0pp" 4.51812920808695 0.128183008316727 4.25068560950209 4.75651989467978 4.53152984120657
"Precision for the Gaussian observations" 1.59848480906297 0.199050677147383 1.26439610716435 2.04530454100996 1.52673185614314
"Theta1 for i" -2.68593915394381 0.458037525233147 -3.56800389848785 -1.76285869537158 -2.72431385559248
"Theta2 for i" 2.14713767009076 0.46970085378421 1.19960728547759 3.05063713781081 2.1882951959629
"Beta for j" 0.532402188412424 0.217026815471702 0.0978371017522642 0.953255361952913 0.545304098684221
"b0" -0.149447328694737 0.156605121899082 -0.4638504933941 0.164414176760966 -0.150796235760375
"b0pp" 4.58909944483469 0.107040014015718 4.37675927691786 4.79735040986245 4.59099553404196
"Precision for the Gaussian observations" 1.67261157019098 0.214483144808035 1.28598685267507 2.12966556809973 1.639021966613
"Theta1 for i" -3.18044416178377 0.347797629765283 -3.83610974302404 -2.46726348866103 -3.23376689184488
"Theta2 for i" 2.34185851182698 0.346375460191566 1.63221135942933 2.99555945103193 2.39374156519623
