"Model" "MSE" "MAE" "elpd" "WD"
"PS_geo" "0.331188416839095" "0.465159661394118" "0" "0.656791870080844"
"Melding" "0.489837880666597" "0.559462974529199" "0" "0.789193849554398"
"PS_melding" "0.454500918844243" "0.544562448160678" "0" "0.696555972170652"
"PS_geo" "0.429295794952947" "0.504079084557602" "0" "0.750932608595663"
"Melding" "0.58719940617814" "0.582958739861319" "0" "0.915115229507217"
"PS_melding" "0.418771827131542" "0.498376972767518" "0" "0.714591551339894"
"PS_geo" "0.529881867488137" "0.566153728070446" "0" "0.876740825190737"
"Melding" "1.0151380344754" "0.773598981325265" "0" "1.44139152402828"
"PS_melding" "0.795672518577689" "0.706896143292087" "0" "1.02464760245854"
"PS_geo" "0.34392577655368" "0.471750473830739" "0" "0.709253364839898"
"Melding" "0.458079730516705" "0.533661704858448" "0" "0.818732735734192"
"PS_melding" "0.400286573348382" "0.496298264836796" "0" "0.683503071644104"
"PS_geo" "0.443966613514875" "0.514905106289227" "0" "0.923481014106681"
"Melding" "1.00294685730218" "0.752402661742468" "0" "1.53229608607739"
"PS_melding" "0.528499081287313" "0.564376680615955" "0" "0.927048639421273"
"PS_geo" "0.471658123120618" "0.535947691798527" "0" "0.815887396664696"
"Melding" "0.643138821077562" "0.616129293217377" "0" "1.03419664320759"
"PS_melding" "0.542814193906797" "0.575968987879455" "0" "0.856849052265425"
"PS_geo" "0.431539666206775" "0.493606191042009" "0" "0.733539538926302"
"Melding" "0.739769850381135" "0.643856095032896" "0" "1.00880104273564"
"PS_melding" "0.60646494763115" "0.585944617725848" "0" "0.836010309884925"
"PS_geo" "0.406132892230071" "0.498700006332381" "0" "0.81275628497633"
"Melding" "0.789190851457979" "0.686138157806226" "0" "1.35642024092492"
"PS_melding" "0.657367692421296" "0.617837505822094" "0" "0.973803889348474"
"PS_geo" "0.399695525118016" "0.496481459922715" "0" "0.743607811326699"
"Melding" "0.905518738665582" "0.728241331720431" "0" "1.32492612939155"
"PS_melding" "0.599039478697191" "0.599191673191686" "0" "0.881583384125203"
"PS_geo" "0.480831586035056" "0.535280198376112" "0" "0.867044022086924"
"Melding" "1.02416668794449" "0.77112684825333" "0" "1.43911845823437"
"PS_melding" "0.803264999580915" "0.683387552306699" "0" "1.09719415133257"
"PS_geo" "0.439012219765386" "0.498827795041923" "0" "0.765335304213042"
"Melding" "0.931313106227508" "0.745212739827985" "0" "1.26840201436233"
"PS_melding" "0.783734698355906" "0.676302922040488" "0" "1.03343491173175"
"PS_geo" "0.413222577011967" "0.49759901456452" "0" "0.873370101203355"
"Melding" "0.575559990983808" "0.579833749113892" "0" "0.912973387497946"
"PS_melding" "0.455375167312645" "0.521731983566884" "0" "0.738522655110343"
"PS_geo" "0.511271395146501" "0.548926663641268" "0" "0.824301993320159"
"Melding" "0.785618601204981" "0.658756139396298" "0" "1.18723424092175"
"PS_melding" "0.536442946087572" "0.577766380018324" "0" "0.809679832167741"
"PS_geo" "0.37155720026439" "0.484059192558126" "0" "0.633219940317891"
"Melding" "0.480745458679107" "0.543662566337985" "0" "0.779349289272714"
"PS_melding" "0.340605956547281" "0.465461537063462" "0" "0.612507940021467"
"PS_geo" "0.476107169629663" "0.545173512592536" "0" "0.745136984666787"
"Melding" "0.73176852553435" "0.662464800007034" "0" "1.04950587479827"
"PS_melding" "0.397432415298976" "0.495466753355156" "0" "0.678630557995004"
"PS_geo" "0.435249539681935" "0.520254965733355" "0" "0.74850975520843"
"Melding" "0.935669378370732" "0.770672708264597" "0" "1.13227636856954"
"PS_melding" "0.355571051804996" "0.472968561598778" "0" "0.666457968755712"
"PS_geo" "0.520518765714831" "0.556775861662047" "0" "0.900597284800779"
"Melding" "1.11976631897805" "0.769978842670826" "0" "1.65081317175401"
"PS_melding" "0.582810234222948" "0.603062175098997" "0" "0.868985919715276"
"PS_geo" "0.476058035903304" "0.53519416041743" "0" "0.844627768917526"
"Melding" "0.611907296757469" "0.606532776432518" "0" "1.06309664935196"
"PS_melding" "0.487206351606293" "0.545591955247901" "0" "0.822775875865544"
"PS_geo" "0.475305894233444" "0.540924343976845" "0" "0.887735157022633"
"Melding" "1.30140225451482" "0.844095479901901" "0" "1.68987756504054"
"PS_melding" "0.572411906267345" "0.576859949428373" "0" "0.963395109684294"
"PS_geo" "0.514768390423211" "0.529301884223816" "0" "0.887840049863628"
"Melding" "0.709695397166228" "0.638985732924535" "0" "1.11209128368707"
"PS_melding" "0.508681081477356" "0.551939682881994" "0" "0.777796243260505"
"PS_geo" "0.437411304968003" "0.52064548982992" "0" "0.808350442089254"
"Melding" "0.871625836376513" "0.728196680290409" "0" "1.14895745068047"
"PS_melding" "0.387761961086311" "0.49283521608819" "0" "0.741999801597435"
"PS_geo" "0.313440988013321" "0.435568501444876" "0" "0.645616157178497"
"Melding" "0.484721538268112" "0.529587446356497" "0" "0.851990672961392"
"PS_melding" "0.467969548336969" "0.529606095114312" "0" "0.732511926021898"
"PS_geo" "0.588710173734211" "0.588956176771252" "0" "0.993037193062544"
"Melding" "0.751908705465884" "0.662483969689933" "0" "1.20392332734888"
"PS_melding" "0.732875605193888" "0.645801000061916" "0" "1.01201528876495"
"PS_geo" "0.357164494211079" "0.457776850768782" "0" "0.746175236842515"
"Melding" "0.402945132717584" "0.505455632754326" "0" "0.835610247577398"
"PS_melding" "0.402188575830452" "0.509565998196594" "0" "0.677402253436393"
"PS_geo" "0.468950723248599" "0.543094181221604" "0" "0.839982680888132"
"Melding" "1.07540498692537" "0.807747407010291" "0" "1.47110591333716"
"PS_melding" "0.52360024118259" "0.576430711241733" "0" "0.868106721542922"
"PS_geo" "0.422770893487727" "0.493919776056556" "0" "0.732330833331348"
"Melding" "0.523273063524887" "0.539540511568323" "0" "0.888826225064081"
"PS_melding" "0.486740466894022" "0.531347745769542" "0" "0.77734270109488"
"PS_geo" "0.402282524419531" "0.489832151792742" "0" "0.893055552841641"
"Melding" "0.930132024598748" "0.725403225162804" "0" "1.43009769072912"
"PS_melding" "0.656060075288935" "0.614610134442191" "0" "0.970711784721921"
"PS_geo" "0.438448663880541" "0.513684031575593" "0" "0.774194011912856"
"Melding" "0.894549256570778" "0.726038224933968" "0" "1.28151913457792"
"PS_melding" "0.626650553054111" "0.610599896136532" "0" "0.891324278243627"
"PS_geo" "0.474402086507039" "0.528315224044204" "0" "0.803119759961234"
"Melding" "0.9362136349129" "0.735028462946791" "0" "1.24165958942569"
"PS_melding" "0.485798507322059" "0.541027854497497" "0" "0.781242180369909"
"PS_geo" "0.328043866639594" "0.434601025983679" "0" "0.752577352790368"
"Melding" "0.457797892109935" "0.51673567941645" "0" "0.925852462828235"
"PS_melding" "0.331721083409621" "0.446305273458304" "0" "0.677757983242187"
"PS_geo" "0.308831472326849" "0.421298933887453" "0" "0.672598286573873"
"Melding" "0.440782706690382" "0.484756554346794" "0" "0.803761289020703"
"PS_melding" "0.390193889437612" "0.461844796514648" "0" "0.686810626946683"
"PS_geo" "0.304070600362587" "0.431151224483754" "0" "0.598308508054469"
"Melding" "0.428707472319682" "0.504615246283368" "0" "0.787960871283591"
"PS_melding" "0.329580699989504" "0.444508763797875" "0" "0.596845667610795"
"PS_geo" "0.428583751698834" "0.501199193466776" "0" "0.87820875236497"
"Melding" "0.828336507488113" "0.691692957796678" "0" "1.34421949623167"
"PS_melding" "0.42013325979102" "0.501519399192741" "0" "0.856545412568614"
"PS_geo" "0.558408693922463" "0.564772997118435" "0" "0.80203560672229"
"Melding" "0.772422509122765" "0.639201513450438" "0" "1.06573900385027"
"PS_melding" "0.728281448969546" "0.622255055870722" "0" "0.937463727925937"
"PS_geo" "0.413995241424343" "0.505825420271094" "0" "0.755943154469314"
"Melding" "0.887051554456353" "0.717337588093248" "0" "1.22685844533327"
"PS_melding" "0.757683292535428" "0.684140327133875" "0" "0.996077170439817"
"PS_geo" "0.350994186660676" "0.461152487261352" "0" "0.767760283646491"
"Melding" "0.437319068657064" "0.520668717195162" "0" "0.934044755825195"
"PS_melding" "0.422880785575709" "0.520720665114058" "0" "0.756059232212592"
"PS_geo" "0.455525446954284" "0.521435108893107" "0" "0.866153163172949"
"Melding" "0.464806741527034" "0.525546345024316" "0" "0.981652799130572"
"PS_melding" "0.414224431880499" "0.488821407206303" "0" "0.763857739122349"
"PS_geo" "0.364433446952741" "0.47249772986957" "0" "0.779973607889435"
"Melding" "0.50334319429449" "0.546018212917427" "0" "0.961947681633128"
"PS_melding" "0.432964359032404" "0.516508868653471" "0" "0.750314003675189"
"PS_geo" "0.446265653165732" "0.511196895997524" "0" "0.833421528171537"
"Melding" "0.530361405733027" "0.54432034573315" "0" "0.964860505188637"
"PS_melding" "0.475996602478683" "0.522106088773299" "0" "0.826850479595221"
"PS_geo" "0.34708779285032" "0.463833226524487" "0" "0.747201965247592"
"Melding" "0.584568144129018" "0.59422563105931" "0" "0.992045705060984"
"PS_melding" "0.41972515710606" "0.513853900351127" "0" "0.733938146021003"
"PS_geo" "0.47766193735558" "0.540549882065169" "0" "0.89025974656332"
"Melding" "0.898530681615463" "0.721885333184242" "0" "1.2718406767694"
"PS_melding" "0.534443476577732" "0.552951981948438" "0" "0.895333246227207"
"PS_geo" "0.357824887512316" "0.464637274459824" "0" "0.765943138869985"
"Melding" "0.56309226195408" "0.58171118730092" "0" "0.953464039822064"
"PS_melding" "0.572899705784225" "0.595530883171994" "0" "0.84072061533888"
"PS_geo" "0.468708262841702" "0.52084798721655" "0" "0.833132779540905"
"Melding" "0.77062412509621" "0.67664663800685" "0" "1.16231582493358"
"PS_melding" "0.462202553639722" "0.536066570950931" "0" "0.816122134888047"
"PS_geo" "0.400470345743269" "0.494804973853377" "0" "0.876981446696191"
"Melding" "0.786528207483901" "0.676173456869369" "0" "1.1698217692852"
"PS_melding" "0.420086535159409" "0.511504099370898" "0" "0.834112396286297"
"PS_geo" "0.542968536800583" "0.560215861219917" "0" "0.874628937924806"
"Melding" "0.775295567640495" "0.668402869593671" "0" "1.18039793126258"
"PS_melding" "0.529278339188651" "0.552917725135111" "0" "0.812927566560289"
"PS_geo" "0.386296370124147" "0.48424177490294" "0" "0.7358474629658"
"Melding" "0.604791198692216" "0.601398718301074" "0" "0.969558804907017"
"PS_melding" "0.515524954891247" "0.559388341569588" "0" "0.800344173869809"
"PS_geo" "0.388370645336439" "0.488242246617223" "0" "0.777273923956575"
"Melding" "0.645364640433476" "0.60617056814907" "0" "1.05447959422953"
"PS_melding" "0.463529016949404" "0.525418537076322" "0" "0.807926049239787"
"PS_geo" "0.416972728926389" "0.500902338941303" "0" "0.81037935264401"
"Melding" "0.643088807323406" "0.619068961665428" "0" "1.05972808329493"
"PS_melding" "0.506290341257045" "0.55903195170919" "0" "0.806359498134172"
"PS_geo" "0.426538320570017" "0.512499176903737" "0" "0.758615885593163"
"Melding" "0.678620350913917" "0.648082814288385" "0" "0.996490085941123"
"PS_melding" "0.527006027514812" "0.574112976527252" "0" "0.788541779367439"
"PS_geo" "0.376710832665467" "0.475304519454735" "0" "0.757385058659483"
"Melding" "0.549493907530016" "0.566092851490487" "0" "0.957945777799876"
"PS_melding" "0.481030571959772" "0.537148299514332" "0" "0.774888048488276"
"PS_geo" "0.315310022707919" "0.430025733774478" "0" "0.85495467238565"
"Melding" "0.526883764477823" "0.556034757630394" "0" "1.15554730629203"
"PS_melding" "0.400553881235108" "0.504934786975757" "0" "0.784131174466113"
"PS_geo" "0.398218615801637" "0.491545244344298" "0" "0.754687058109836"
"Melding" "0.820621467404439" "0.685794980259921" "0" "1.1780897164526"
"PS_melding" "0.592241926960019" "0.595392207246664" "0" "0.854185093992201"
"PS_geo" "0.506509502027455" "0.548106445378058" "0" "0.895978942169899"
"Melding" "1.28457689148126" "0.88998206603443" "0" "1.58244072860129"
"PS_melding" "0.798925647394105" "0.693170955046802" "0" "1.06722031924504"
"PS_geo" "0.37557501928016" "0.480749502434786" "0" "0.718068783455276"
"Melding" "0.633628450320583" "0.587402007808751" "0" "0.988131883309453"
"PS_melding" "0.591677320166221" "0.580075931963936" "0" "0.854728228890823"
"PS_geo" "0.333487417402692" "0.444999945205145" "0" "0.621339525497002"
"Melding" "0.497554310346844" "0.52153257978887" "0" "0.804051519050782"
"PS_melding" "0.4296071834569" "0.492745455917648" "0" "0.678423423153693"
"PS_geo" "0.526115872988243" "0.555910039638794" "0" "0.833128820245112"
"Melding" "0.73253580223469" "0.651317055600507" "0" "1.03609515891459"
"PS_melding" "0.552506536331283" "0.57504840931346" "0" "0.810302099990735"
"PS_geo" "0.340729845985857" "0.454283963915446" "0" "0.736347488565128"
"Melding" "1.89876340269" "0.951622448261617" "0" "2.36935565022263"
"PS_melding" "0.872808678927944" "0.759535875882358" "0" "1.08956616273897"
"PS_geo" "0.370916167193289" "0.480878156185484" "0" "0.779697534224229"
"Melding" "0.496484427483861" "0.567181261530495" "0" "0.986079292939746"
"PS_melding" "0.45343413322302" "0.537035024723018" "0" "0.778271035642881"
"PS_geo" "0.497501712308541" "0.563407286286465" "0" "0.859748763960743"
"Melding" "0.737808037636705" "0.664547383791662" "0" "1.02246797091788"
"PS_melding" "0.66449784057371" "0.617209078491287" "0" "0.864984098843595"
"PS_geo" "0.355760731045574" "0.46396890176831" "0" "0.712246099293738"
"Melding" "0.467300682360485" "0.535484624464726" "0" "0.876040874870186"
"PS_melding" "0.387879140085502" "0.48042125205956" "0" "0.735047310499288"
"PS_geo" "0.544244007085212" "0.55941886625443" "0" "0.939446261833286"
"Melding" "1.60564061749616" "0.967906687785376" "0" "1.99997459081629"
"PS_melding" "0.577176416843708" "0.598080997305067" "0" "0.893840223306475"
"PS_geo" "0.374209798677592" "0.469746475722401" "0" "0.679666312662039"
"Melding" "0.498006721724669" "0.537342905082241" "0" "0.77279598357031"
"PS_melding" "0.38591000496939" "0.483000368164813" "0" "0.657201610685417"
"PS_geo" "0.412900555700596" "0.506297105839205" "0" "0.748563459712956"
"Melding" "0.626998899074675" "0.611778979633582" "0" "0.962401081894668"
"PS_melding" "0.428375229721531" "0.511362023049645" "0" "0.730220232995442"
"PS_geo" "0.367447314311855" "0.465736169495216" "0" "0.88940050932444"
"Melding" "0.636493804832958" "0.612941213901182" "0" "0.999547694203405"
"PS_melding" "0.488819906396475" "0.532762850551871" "0" "0.922400503003619"
"PS_geo" "0.370101168310791" "0.46591492065928" "0" "0.826800213285657"
"Melding" "0.926162544167755" "0.698554469698453" "0" "1.45889691397824"
"PS_melding" "0.660845962976477" "0.602395307503767" "0" "0.986353827630384"
"PS_geo" "0.373658258287825" "0.476047904212132" "0" "0.717359779650707"
"Melding" "0.816033904064974" "0.699363108096972" "0" "1.15794324457153"
"PS_melding" "0.599813255774802" "0.610127721639607" "0" "0.826493043789823"
"PS_geo" "0.493152212731684" "0.542502012796338" "0" "0.806782224408329"
"Melding" "0.708811055908289" "0.652978082105138" "0" "1.04707303550892"
"PS_melding" "0.517009243667824" "0.543015973920824" "0" "0.800013687874935"
"PS_geo" "0.424683590963048" "0.508605412380808" "0" "0.744866679644535"
"Melding" "0.670825323290783" "0.642997178631759" "0" "1.00400444022692"
"PS_melding" "0.558452772210731" "0.576131203835601" "0" "0.833477071967575"
"PS_geo" "0.354771036053117" "0.475877613848491" "0" "0.779751591375321"
"Melding" "0.553110264919264" "0.586234604754935" "0" "0.930817605897641"
"PS_melding" "0.46367251746245" "0.548516703619375" "0" "0.76042363662572"
"PS_geo" "0.522296462926017" "0.564602202367893" "0" "0.848831803420099"
"Melding" "1.02494314659049" "0.755123725413934" "0" "1.39208745495059"
"PS_melding" "0.589499910077026" "0.600323149710349" "0" "0.881909808175562"
"PS_geo" "0.440016816318988" "0.507545844193332" "0" "0.735749896078518"
"Melding" "1.13232387527812" "0.826699623732301" "0" "1.45431916804366"
"PS_melding" "0.825932369943738" "0.717998042753338" "0" "1.02234834677686"
"PS_geo" "0.373754139871389" "0.478414766394744" "0" "0.71429394868792"
"Melding" "0.563649554512091" "0.586010282908064" "0" "0.947542508219587"
"PS_melding" "0.376553324454354" "0.475862822812661" "0" "0.697536449708245"
"PS_geo" "0.388803882018613" "0.488899914069186" "0" "0.859335551846211"
"Melding" "0.699246441019323" "0.651834072563075" "0" "1.18471534318801"
"PS_melding" "0.678516276107521" "0.628308275788471" "0" "1.00669873276914"
"PS_geo" "0.434033688393595" "0.505037822178462" "0" "0.820858344466121"
"Melding" "0.741269632157515" "0.659292822071484" "0" "1.08664586072024"
"PS_melding" "0.571291067346047" "0.580411560188263" "0" "0.838575066769044"
"PS_geo" "0.336410657158569" "0.447063526862531" "0" "0.732591412354679"
