"mean" "sd" "0.025quant" "0.975quant" "mode"
"b0" -0.487524435954839 0.171338284865889 -0.881785293711819 -0.212691326063344 -0.503008128377394
"Precision for the Gaussian observations" 2.05873508609568 0.239845611137024 1.6186989285324 2.56248814859011 2.03162317042645
"Theta1 for i" -2.80525849601928 0.278210303763491 -3.32477823679853 -2.23041725971196 -2.8563046287328
"Theta2 for i" 1.35922316986896 0.429682993659807 0.46887745539952 2.15854655148777 1.44319763977949
"Beta for k" 0.289817206089418 0.16519044477103 -0.0504201277225373 0.599536465230198 0.318026774559125
"b0" 0.435369876871275 0.0630237175065183 0.308288787091866 0.556023656748747 0.438652884253678
"Precision for the Gaussian observations" 2.49144195647531 0.310877901280369 1.93572268003466 3.15863959153583 2.43368045664166
"Theta1 for i" -3.17206318260167 0.2674966605977 -3.67596976727212 -2.62317101489296 -3.21372555312169
"Theta2 for i" 1.91603260558615 0.315420505052538 1.26342666020943 2.50380590647944 1.97601897586922
"Beta for k" -0.228121003355389 0.106589963365148 -0.437184913551552 -0.0172387688519564 -0.229828625245611
"b0" 0.0843230966288206 0.0567094050767138 -0.0308555116707844 0.19205352694436 0.0881671309612896
"Precision for the Gaussian observations" 3.48339955635844 0.419212084722171 2.72633905299624 4.37554116520335 3.41676482884473
"Theta1 for i" -3.32947683195482 0.221698435540181 -3.74228800371893 -2.87038190040106 -3.37212674174219
"Theta2 for i" 2.04832105995937 0.303327948990997 1.41479225696859 2.60643366302078 2.11797636698367
"Beta for k" -0.0498354205990761 0.0988505971866039 -0.244069044804971 0.145388947510595 -0.0507691845734752
"b0" 0.30102548956616 0.0510762117039729 0.199486841844668 0.400084199931923 0.302329276360947
"Precision for the Gaussian observations" 3.29174641609092 0.499414939428769 2.3952676607314 4.35831662823549 3.21870858581241
"Theta1 for i" -3.48553546803921 0.23835775017665 -3.93602993813215 -2.99746065657183 -3.52018184240118
"Theta2 for i" 2.29183819094835 0.306118569351353 1.66355559241664 2.8687436970053 2.33910840910288
"Beta for k" -0.685789795281488 0.113191245993462 -0.907594585476703 -0.461596392591323 -0.688037180221311
"b0" 0.169845159506617 0.0598281818724995 0.050411761367535 0.284735885984939 0.172330570907424
"Precision for the Gaussian observations" 2.71021079249882 0.348661677691649 2.08182217234149 3.45349093548072 2.65548801084077
"Theta1 for i" -2.74486397273009 0.259240711560548 -3.23240714834781 -2.2117709230863 -2.78656263344243
"Theta2 for i" 1.63809920884478 0.354259310985013 0.90527508292874 2.29932529940002 1.70341694149685
"Beta for k" -0.849458069766524 0.142921532779029 -1.13226852177684 -0.56909453936695 -0.847150661976699
"b0" 0.194241438648993 0.0859070957705536 0.0133717635372971 0.353417240469839 0.205026326500527
"Precision for the Gaussian observations" 3.05049875780315 0.388378170317046 2.35486316771074 3.88255036149489 2.98173358603271
"Theta1 for i" -3.5249817606379 0.235907014277889 -3.96390593778519 -3.0361456907373 -3.57092922584965
"Theta2 for i" 2.16239234384045 0.310942129165885 1.51473803093153 2.7368390422566 2.22986333306728
"Beta for k" 0.27583017125481 0.100320417971041 0.0789633131183848 0.474250848943393 0.274365826596011
