"mean" "sd" "0.025quant" "0.975quant" "mode"
"b0" -0.0900466584650883 0.112272662371461 -0.319561623177227 0.124395782011736 -0.0829985052759795
"Precision for the Gaussian observations" 6.94399059329884 1.88793619215534 3.95527377725903 11.3369928508533 6.24445250858087
"Theta1 for i" -4.38676640965959 0.264599742161542 -4.92440467333747 -3.88227642340314 -4.3559121649839
"Theta2 for i" 3.17688549093354 0.266633009641271 2.66743272839257 3.71767442098596 3.14768407791563
"Beta for k" 0.581254447767498 0.195065873371556 0.203520976800114 0.97196183188549 0.569141432195142
"b0" -0.102146198171705 0.0718492435486976 -0.242908131851585 0.0416264766441422 -0.103692407805358
"Precision for the Gaussian observations" 5.36522349745742 1.51657603315756 2.82535811006304 8.74019348044837 4.9711981088413
"Theta1 for i" -4.78463189190242 0.297778728218651 -5.42939954726952 -4.2635348606839 -4.67293966583022
"Theta2 for i" 3.57882571385177 0.284578484100819 3.08516781657509 4.19802162865885 3.46564024099868
"Beta for k" 0.131349161194737 0.297080599540571 -0.397283451916368 0.768201811415761 0.032552281618703
"b0" 0.175698155886763 0.106813306929802 -0.0322700516119207 0.390491854566278 0.172180653468674
"Precision for the Gaussian observations" 5.88668701411326 2.21994070158034 2.70312551665776 11.3125288426492 4.80906177808489
"Theta1 for i" -4.81190049070724 0.342216948177284 -5.5067528002648 -4.15932258295589 -4.77253840832385
"Theta2 for i" 3.47653054370449 0.292917624151056 2.91725347638507 4.07066851101093 3.44406250203143
"Beta for k" 0.786731836198386 0.234601101856345 0.331823612929888 1.2560171723986 0.773309891598662
"b0" 0.0432517489220421 0.0938690251916446 -0.143661778747132 0.227123607046588 0.044761614758014
"Precision for the Gaussian observations" 5.57274004359153 1.75695880996686 2.95983576571066 9.8065888397832 4.76962393731116
"Theta1 for i" -4.84394198347286 0.416938822297357 -5.71493809230952 -4.07570457396815 -4.74994857952786
"Theta2 for i" 3.63255803183138 0.35191311969823 2.98272725439823 4.36648948262939 3.55568878502918
"Beta for k" 0.799279769166681 0.280654571228564 0.26263118191845 1.36839338047717 0.769082017425642
"b0" 0.00795592576411088 0.115085118264142 -0.2243395334936 0.231862092399645 0.0123899877503129
"Precision for the Gaussian observations" 3.33920076483707 0.853714094226671 1.92865849975167 5.27030676495441 3.08927777454335
"Theta1 for i" -4.25231813481585 0.418630631973852 -5.11050104105638 -3.46283568121525 -4.1886184898199
"Theta2 for i" 3.17674356600872 0.384359599844789 2.45255863779404 3.96524031450807 3.11712331254539
"Beta for k" 0.563885813971371 0.27267508589964 0.0543423672299604 1.12697429367504 0.51445758344245
"b0" 0.0728489090436764 0.0929866802588044 -0.109585325128233 0.257160380280801 0.0719235328932761
"Precision for the Gaussian observations" 3.78172240386943 1.10164740481547 2.02846223425455 6.33179531196154 3.39218675410839
"Theta1 for i" -4.77691445212832 0.47810704349486 -5.6938853650194 -3.81018052438188 -4.82337267156324
"Theta2 for i" 3.59990694147852 0.372172301649654 2.84792375699257 4.31429000915089 3.635032460504
"Beta for k" 0.681693458630425 0.304452749319915 0.0860325433515328 1.28583291926448 0.673699131770226
"b0" -0.09439761697917 0.0870469655088384 -0.26513335568064 0.0768926306472858 -0.0947422016727986
"Precision for the Gaussian observations" 3.53686633172519 1.20914593188939 1.76705281612236 6.46789962938397 2.97072259998295
"Theta1 for i" -6.70394053490666 0.567089609736168 -7.99129631321261 -5.68925800807331 -6.53935878434633
"Theta2 for i" 4.86823329132737 0.341140744186356 4.25799160878308 5.64247185233654 4.76920721969002
"Beta for k" 0.944062860185542 0.27794652852155 0.403914589323798 1.5004605383888 0.929085922656896
"b0" -0.101210989113761 0.110339629808851 -0.321049649409461 0.116406973255668 -0.100106642802083
"Precision for the Gaussian observations" 3.3083435525119 0.822061921393951 1.96390802068095 5.18250201983193 3.04794233270878
"Theta1 for i" -4.3611184384123 0.303249155178821 -4.9797638329692 -3.78585374255992 -4.32079272723356
"Theta2 for i" 3.09905462110901 0.294487172037323 2.54002268815018 3.69948076155919 3.06056576430368
"Beta for k" 0.381561758918625 0.247279390569019 -0.0978962626860678 0.87638263156203 0.367174845248058
"b0" -0.00580975507768117 0.0954725701692615 -0.193894912896232 0.184615769135022 -0.00711326025054783
"Precision for the Gaussian observations" 5.11891127216599 1.3140860354983 2.96526589647085 8.10884227485147 4.71313802482794
"Theta1 for i" -4.52342761741874 0.273450063503551 -5.08016603632518 -4.00323714110706 -4.48947153660397
"Theta2 for i" 3.20594284341833 0.269892669315679 2.69192587211436 3.75490727946156 3.17345248104764
"Beta for k" 0.320901005680122 0.21602840637527 -0.0965627460240402 0.754531317490381 0.305778884033324
"b0" 0.0554057156106462 0.0951315441777657 -0.138742983848068 0.238255275963226 0.0609708529954776
"Precision for the Gaussian observations" 4.23881390218565 1.21918367990161 2.31356267402742 7.07612062590417 3.79004919255536
"Theta1 for i" -4.12900395749971 0.446286487201113 -5.01838069918738 -3.26054828761356 -4.10957142135607
"Theta2 for i" 3.13740536816358 0.390435852669485 2.37735613991435 3.91522589486619 3.12089419331487
"Beta for k" 0.474951539632961 0.280318138829158 -0.0669832400563943 1.03751771893995 0.45561963537388
"b0" -0.181732316503575 0.123294550467517 -0.429197446561436 0.0602646243137549 -0.179661587647013
"Precision for the Gaussian observations" 3.45202491544199 0.89484717117089 1.98076478530995 5.48227914489165 3.18221407096957
"Theta1 for i" -4.45684168777719 0.279298322851741 -5.00502685240239 -3.90482733799442 -4.46041626061417
"Theta2 for i" 3.02780415949406 0.274429745427826 2.4858361582962 3.56687978831315 3.03051195151643
"Beta for k" 0.320506522787607 0.19668293487911 -0.0659346654686825 0.709011720513802 0.31855880978135
"b0" -0.0538906533638573 0.100768859522191 -0.25599323599992 0.143313854747996 -0.051551064266405
"Precision for the Gaussian observations" 4.89395539258667 1.29032594341287 2.82857384708378 7.88026751177215 4.4372255094033
"Theta1 for i" -4.50573790783845 0.351487750134152 -5.23897680165193 -3.85668257328082 -4.42883582451814
"Theta2 for i" 3.2724664456702 0.334210833806853 2.65473442192261 3.96915762534907 3.20036386680992
"Beta for k" 0.519070020618206 0.247414629954346 0.0457507759498936 1.02057909826464 0.492842487072507
"b0" -0.0798869359606301 0.0831375021357335 -0.242126047993517 0.0858999284327824 -0.0816604775389582
"Precision for the Gaussian observations" 4.70332149505782 1.44479474524739 2.50953186541587 8.14710004877982 4.08454324506379
"Theta1 for i" -4.82846667744136 0.473751970418941 -5.73483536675204 -3.85941856216134 -4.88530220869257
"Theta2 for i" 3.72359348898648 0.380751858036281 2.94486378719893 4.45202444868674 3.76921610206192
"Beta for k" 0.770075171979209 0.283407404114485 0.204231227610447 1.32289824853808 0.781866231394169
"b0" 0.0985301086936255 0.0989934516177806 -0.0968264458644561 0.292664981059837 0.0993917934534508
"Precision for the Gaussian observations" 3.65234758173261 0.968948079531889 2.09481220043495 5.88669389942325 3.31891931451548
"Theta1 for i" -4.89112153158268 0.385902183254245 -5.67513254493051 -4.14204043868974 -4.86113728498033
"Theta2 for i" 3.6668021164092 0.325759569994317 3.03460045775983 4.32873029203962 3.64127864920053
"Beta for k" 0.571196183670347 0.295148699787598 0.000416950749432488 1.16715674079259 0.548672214386927
"b0" -0.0089816446207496 0.116010002693444 -0.23902366412335 0.220328476997243 -0.00873755327545458
"Precision for the Gaussian observations" 3.08701945189099 0.81803535261758 1.74626914134265 4.94651096815636 2.83665354582282
"Theta1 for i" -4.61832255539449 0.340504904578674 -5.30392244180921 -3.96237989485911 -4.59057394134061
"Theta2 for i" 3.28159592385022 0.313949200279027 2.67659853428201 3.91352997072331 3.25638823326766
"Beta for k" 0.515103535249431 0.227221920722364 0.0762329133783267 0.971458751296108 0.498739320257165
"b0" -0.053943485899081 0.10561741708642 -0.26638145136463 0.151355506784439 -0.0504777097596821
"Precision for the Gaussian observations" 3.81199292887352 1.07909574202461 2.10855411092487 6.32885811086199 3.41131711401443
"Theta1 for i" -4.81725837665984 0.386557065948676 -5.64180335064376 -4.12632314158607 -4.69379546648568
"Theta2 for i" 3.48650077299533 0.354867280420225 2.85089903988887 4.24244349325849 3.37533259159931
"Beta for k" 0.559133957496458 0.255474601705076 0.0708145933327478 1.07734788084601 0.531333186020826
"b0" 0.113549877123219 0.100174881979541 -0.0824181133973712 0.313941080881362 0.111746749921906
"Precision for the Gaussian observations" 4.87084956284889 1.25773243398638 2.83730507994227 7.76080600633708 4.44851104522238
"Theta1 for i" -4.47295371729092 0.339261504452693 -5.19122383942405 -3.86174942614478 -4.37345855289682
"Theta2 for i" 3.23314474995798 0.327347547709056 2.64196096429453 3.92512487480085 3.13949868728282
"Beta for k" 0.340317983816818 0.217736283230159 -0.0806082239359687 0.777304832112873 0.325270239567256
"b0" -0.11098851067573 0.0933697543589913 -0.296787619467585 0.0727819005893605 -0.109691782458248
"Precision for the Gaussian observations" 6.47609779163197 1.83494294635905 3.62659475723333 10.7946524843627 5.74096176374682
"Theta1 for i" -4.74233007163309 0.260643854001144 -5.28576403866082 -4.26142567402401 -4.68475293946238
"Theta2 for i" 3.40732280456703 0.25219139404342 2.94063224078793 3.93202250297446 3.353936123549
"Beta for k" 0.497436968169166 0.214517688840835 0.0770280146228914 0.922272017930748 0.493272480146148
"b0" -0.00171583136121805 0.12098237344368 -0.241123252090989 0.237982021247979 -0.00164138232102792
"Precision for the Gaussian observations" 3.87728188338541 1.18928828424644 2.04467779142272 6.68324398091599 3.39755704650797
"Theta1 for i" -4.63587271988784 0.317737696943647 -5.265573287694 -4.01404172200409 -4.62856624798261
"Theta2 for i" 3.312576426439 0.277863251494166 2.76819826257229 3.86269872270328 3.30723573163582
"Beta for k" 0.735713587926432 0.242314410844574 0.258381008472627 1.2129550445519 0.735815523381048
"b0" -0.0096316052241386 0.0868207492515207 -0.181939929039305 0.160348900034347 -0.00847489931406219
"Precision for the Gaussian observations" 3.8452738814521 1.05788336748703 2.17286358627143 6.31453590616434 3.45037677094517
