"Model" "MSE" "MAE" "elpd" "WD"
"PS_geo" "0.28100306550049" "0.40688550080101" "0" "0.54355962186284"
"Melding" "0.26655256649675" "0.400930188443654" "0" "0.499572444300299"
"PS_melding" "0.357086266160095" "0.460291950121493" "0" "0.592654158543844"
"PS_geo" "0.297400333162439" "0.417620785271362" "0" "0.580277363271287"
"Melding" "0.308995073278083" "0.422873342876862" "0" "0.577551659956654"
"PS_melding" "0.343983188832597" "0.43570501343428" "0" "0.611912766644797"
"PS_geo" "0.210465455752331" "0.354068069388182" "0" "0.500765354033935"
"Melding" "0.196645459379979" "0.341431668711724" "0" "0.461205856011253"
"PS_melding" "0.233787853258437" "0.372921816481401" "0" "0.490550015921793"
"PS_geo" "0.199554629547473" "0.353075022734195" "0" "0.467492567478188"
"Melding" "0.227173529907031" "0.378745057724295" "0" "0.482286410008244"
"PS_melding" "0.235193061774289" "0.383729717710001" "0" "0.485293722474607"
"PS_geo" "0.241878373741642" "0.38148334905389" "0" "0.546651495586255"
"Melding" "0.25997217164292" "0.39393635510066" "0" "0.540698149863731"
"PS_melding" "0.271213612349822" "0.401359416234766" "0" "0.551855848573169"
"PS_geo" "0.276839376185917" "0.404190680156482" "0" "0.535281465855169"
"Melding" "0.282088076970315" "0.407652262253157" "0" "0.520694947658638"
"PS_melding" "0.34297344379407" "0.451858116826841" "0" "0.587073879903529"
"PS_geo" "0.2408968881997" "0.378265883097402" "0" "0.471246830473772"
"Melding" "0.251764488643087" "0.386762668971694" "0" "0.473725996100203"
"PS_melding" "0.268182852059107" "0.398899201289789" "0" "0.486613877770016"
"PS_geo" "0.256509614817623" "0.395006837331247" "0" "0.529045741372877"
"Melding" "0.258830657967761" "0.396736320219568" "0" "0.524041431997525"
"PS_melding" "0.311394695334171" "0.434489268280762" "0" "0.573817604546149"
"PS_geo" "0.238924095271914" "0.377137852088284" "0" "0.482990356241171"
"Melding" "0.241262860011503" "0.378206270573355" "0" "0.471289554955002"
"PS_melding" "0.283013241647808" "0.403944477777464" "0" "0.511591503174015"
"PS_geo" "0.220403718456763" "0.359898062021793" "0" "0.468989284663332"
"Melding" "0.249969707910117" "0.380852679547348" "0" "0.488423590231692"
"PS_melding" "0.286933730577718" "0.408303217810985" "0" "0.522723040903859"
"PS_geo" "0.223979148040113" "0.368845008470378" "0" "0.507095861529006"
"Melding" "0.220567105189786" "0.367531802044877" "0" "0.487796135920164"
"PS_melding" "0.247264295966502" "0.388885686750032" "0" "0.513013251066297"
"PS_geo" "0.198628754486426" "0.345342501938802" "0" "0.466879823248243"
"Melding" "0.212109968853562" "0.359227322530904" "0" "0.460473831653749"
"PS_melding" "0.248393621661669" "0.393542679050096" "0" "0.487410137741475"
"PS_geo" "0.22631263751856" "0.369360061056814" "0" "0.522303695179821"
"Melding" "0.234408301570914" "0.377663200400208" "0" "0.500378558758849"
"PS_melding" "0.283755338244105" "0.417756433732487" "0" "0.541166452377761"
"PS_geo" "0.247188618215234" "0.387445145006151" "0" "0.567797587094907"
"Melding" "0.247585396241455" "0.387670280323153" "0" "0.542736216974621"
"PS_melding" "0.264537785767522" "0.400250091939337" "0" "0.559454304164261"
"PS_geo" "0.244992261208381" "0.382039404077482" "0" "0.524089881324886"
"Melding" "0.247768180177032" "0.388830275190004" "0" "0.522562186636289"
"PS_melding" "0.309792566370575" "0.441577818639296" "0" "0.571506000531621"
"PS_geo" "0.246732152390195" "0.384328306643579" "0" "0.494393161207225"
"Melding" "0.267833975107133" "0.401833045156413" "0" "0.505046810126441"
"PS_melding" "0.29492004650145" "0.417999774356238" "0" "0.529847247513335"
"PS_geo" "0.258282418170826" "0.393610062945906" "0" "0.565370793025919"
"Melding" "0.264124156924591" "0.398698534529052" "0" "0.556525519939355"
"PS_melding" "0.31658792207547" "0.439023803352425" "0" "0.592364837410531"
"PS_geo" "0.247942711782232" "0.379859748175688" "0" "0.526702072357753"
"Melding" "0.247476921459629" "0.379028641356299" "0" "0.508907465289392"
"PS_melding" "0.263162110172216" "0.391812407418074" "0" "0.514522337700365"
"PS_geo" "0.22071926545006" "0.366013523683674" "0" "0.514976623146308"
"Melding" "0.221365099443844" "0.36755690268468" "0" "0.499455095935782"
"PS_melding" "0.295880362662553" "0.424036788870759" "0" "0.560814671851004"
"PS_geo" "0.241032913364756" "0.38908337820157" "0" "0.529795051606406"
"Melding" "0.244447786254304" "0.392980922660347" "0" "0.530726324021136"
"PS_melding" "0.290630773223163" "0.429563194038598" "0" "0.56556970448666"
"PS_geo" "0.275130735654857" "0.388007613362689" "0" "0.559713509080474"
"Melding" "0.284899210812036" "0.393670010127284" "0" "0.553123423545866"
"PS_melding" "0.291762436594117" "0.41073117200622" "0" "0.541968417658373"
"PS_geo" "0.222016599147771" "0.36663570406599" "0" "0.543267488557942"
"Melding" "0.222786541903336" "0.368946859131063" "0" "0.502004365273507"
"PS_melding" "0.256342166133228" "0.398636176588776" "0" "0.529241995037108"
"PS_geo" "0.231986973496115" "0.361316946848937" "0" "0.519096593813885"
"Melding" "0.226282348946265" "0.357649579753794" "0" "0.486079964092879"
"PS_melding" "0.237216757889574" "0.368627399531988" "0" "0.493224656584151"
"PS_geo" "0.234940302981325" "0.384769514911082" "0" "0.466868212965108"
"Melding" "0.239649509892196" "0.386995893963013" "0" "0.467958803023926"
"PS_melding" "0.30375741565621" "0.439168562463592" "0" "0.522460170225181"
"PS_geo" "0.219580352040228" "0.361375669438271" "0" "0.461433075572303"
"Melding" "0.243426810867682" "0.384294259783863" "0" "0.462573039420445"
"PS_melding" "0.274089442962591" "0.410298894305515" "0" "0.48963152939123"
"PS_geo" "0.250834239608331" "0.385948362440205" "0" "0.548635681971545"
"Melding" "0.266386471330277" "0.401988857017149" "0" "0.532983811077963"
"PS_melding" "0.283331395486846" "0.415651317799773" "0" "0.545681351805608"
"PS_geo" "0.240977096434785" "0.386561125024702" "0" "0.498642240125401"
"Melding" "0.2444974810111" "0.388866810933451" "0" "0.499735209779239"
"PS_melding" "0.246460267709904" "0.391003294169514" "0" "0.498427328723391"
"PS_geo" "0.234740711545149" "0.381246912747799" "0" "0.495192960318364"
"Melding" "0.242101907218122" "0.388515878566045" "0" "0.500216176900268"
"PS_melding" "0.285806442594499" "0.420980717283195" "0" "0.544329519894157"
"PS_geo" "0.170170301505754" "0.325976765403994" "0" "0.457999704943941"
"Melding" "0.182572809836238" "0.339279650704567" "0" "0.450206714734589"
"PS_melding" "0.218799216637163" "0.373600663247101" "0" "0.473751042588004"
"PS_geo" "0.21624516120314" "0.356519683160281" "0" "0.483385901540627"
