"mean" "sd" "0.025quant" "0.975quant" "mode"
"b0" 0.36380861198481 0.154017731255183 0.059132932076131 0.670608799012022 0.365228463966549
"Precision for the Gaussian observations" 5.8040513922961 1.97874748043189 2.76564991074017 10.4664354098278 5.00434976615986
"Theta1 for i" -4.20735750720242 0.294865995242322 -4.77322685984707 -3.61213249233367 -4.23466344919589
"Theta2 for i" 3.10315635684423 0.275717075136147 2.55016413883526 3.63609900497424 3.12181016633108
"Beta for k" 0.980551440136995 0.326461379575313 0.335180177025377 1.62155503990793 0.984673589324266
"b0" 0.539081057183138 0.271819611875834 -0.0352168980634736 1.04891585699108 0.575361702895001
"Precision for the Gaussian observations" 4.77206978002881 1.17127971198915 2.83761537861175 7.4247927165631 4.42368607227234
"Theta1 for i" -3.46957681412492 0.239880819612604 -3.92126959677105 -2.97710017373917 -3.50727197176412
"Theta2 for i" 2.16655869644488 0.329615301846979 1.48705609138496 2.78392169051701 2.22391871793333
"Beta for k" 0.61219213405678 0.283595126170399 0.0661770538372258 1.18341525958668 0.588627237487382
"b0" 0.503392285408719 0.204040364692974 0.113785229657649 0.927968967330767 0.488406441175082
"Precision for the Gaussian observations" 8.71524916868592 2.46647668717151 4.83246744850524 14.470201058688 7.78875113839079
"Theta1 for i" -3.76751110603125 0.211643318912191 -4.18547709946321 -3.35146020582974 -3.76569576842407
"Theta2 for i" 2.63174814664339 0.247923707056054 2.1434741551347 3.12046555721679 2.6313137228824
"Beta for k" 0.994943939512788 0.340633114167289 0.323613208611024 1.66617165861629 0.995064993324759
"b0" 0.383429055944606 0.27187858739054 -0.170969986164035 0.892263683590131 0.37354675399586
"Precision for the Gaussian observations" 8.70991628264591 3.18086560874197 3.95331703067995 16.3177049889502 7.31561471791154
"Theta1 for i" -3.7954600395033 0.184036447912307 -4.15884977335323 -3.43323109290876 -3.79435209837544
"Theta2 for i" 2.41256313492171 0.26538276071164 1.89548995859503 2.94207741642986 2.40089499374805
