"mean" "sd" "0.025quant" "0.975quant" "mode"
"b0" -0.747281140151144 0.141693585720992 -1.02400116490002 -0.458399814437956 -0.753422324822593
"b0pp" 5.52345300754794 0.0665152982767044 5.39325614648799 5.65443948227541 5.52306451741268
"Precision for the Gaussian observations" 9.14989333787541 1.49040276335799 6.53413169996033 12.390977139152 8.84803481576285
"Theta1 for i" -3.44256549841417 0.151715510315168 -3.73353765625427 -3.13586582785666 -3.45725209226275
"Theta2 for i" 2.49028201488848 0.209210732311732 2.06635901536835 2.89044325609476 2.51243960395065
"Beta for j" 0.103056025063826 0.101058657943332 -0.0956741115715141 0.302516763280047 0.102363793651827
"b0" -0.157850381410542 0.20237065755424 -0.563157622966869 0.244094691414374 -0.15634857217297
"b0pp" 5.51756609283022 0.0655462097827668 5.38872924879512 5.64597476033777 5.51777484493645
"Precision for the Gaussian observations" 7.84411414752398 1.08857497693146 5.90905197043784 10.1905010252705 7.63881780535601
"Theta1 for i" -3.02245532213542 0.150682788537443 -3.30965167753989 -2.71608328661476 -3.04026021161833
"Theta2 for i" 1.90998114250019 0.244394470110007 1.40736295471183 2.36929780472712 1.94984798902689
"Beta for j" 0.0326963825762533 0.0789881094604637 -0.123326244760031 0.187908357513088 0.033462431350633
"b0" 0.337890914741056 0.223598790673619 -0.104153337815085 0.786216637276501 0.334674745100948
"b0pp" 5.51736283242503 0.0654021802077516 5.388824260829 5.64548045600201 5.51757046805776
"Precision for the Gaussian observations" 7.3667027131342 0.911690128317214 5.71345571202284 9.30029479045636 7.23658795191062
"Theta1 for i" -3.0150713643566 0.125704640116513 -3.25374187745336 -2.75867278560025 -3.03149386369865
"Theta2 for i" 1.78185727980978 0.244543077663028 1.27307127572972 2.23443866070844 1.8335347363513
"Beta for j" -0.0102330908322564 0.073762556757294 -0.155848570765874 0.134795128128916 -0.00967698380093362
"b0" -0.111531190186272 0.163181145575237 -0.447591705290001 0.204771797684851 -0.101554666412129
"b0pp" 5.50885643922448 0.067455229675058 5.3743979784744 5.63945639707075 5.51068341886757
"Precision for the Gaussian observations" 8.96131005974919 1.36252603037924 6.55735307566226 11.9137691875401 8.69224014223181
"Theta1 for i" -3.3512664223146 0.144166119571604 -3.62796182801482 -3.05995563500339 -3.36491984403256
"Theta2 for i" 2.3613631025854 0.215092518836577 1.92479920448058 2.77207775026539 2.38542573284746
"Beta for j" 0.0894896598759828 0.0957994971648293 -0.098516432462804 0.278961777507112 0.0881075968575597
"b0" -0.527710580323276 0.24928544799971 -1.04710396876983 -0.0589471840127387 -0.499298808683776
"b0pp" 5.46794274597509 0.0780444132803932 5.30577017710655 5.61341036510901 5.47617616108794
"Precision for the Gaussian observations" 7.85815620363023 1.02537946206788 5.99935999295151 10.0327310366771 7.71789023950352
"Theta1 for i" -3.02638394783631 0.126939501647211 -3.26741261806884 -2.76748082370043 -3.0429439736268
"Theta2 for i" 1.70415032204749 0.250010938451885 1.18291744719668 2.1655169701829 1.75922941205821
"Beta for j" 0.125058330253629 0.064965053400895 -0.00199443046662436 0.253970509126664 0.123313003712327
"b0" 0.0982413459231942 0.300216421854256 -0.468685486134417 0.717679201308315 0.0680845023599808
"b0pp" 5.5514186807484 0.0734302827999895 5.41148977934236 5.70055934212491 5.54694504053751
"Precision for the Gaussian observations" 6.59948592804412 0.81350086186834 5.15690090501672 8.35702849752507 6.42713287597521
"Theta1 for i" -3.04162573904954 0.110623978048135 -3.25250175175786 -2.8167456278753 -3.05463725138982
"Theta2 for i" 1.43653765599293 0.278138993739578 0.850365177876546 1.9418247628931 1.51123099320443
"Beta for j" 0.0904515312679444 0.0584371020168714 -0.02557187259684 0.204675000057863 0.0921410699091808
"b0" -0.0978646092374204 0.152956838969817 -0.423251954697907 0.185957443555278 -0.0764776138349358
"b0pp" 5.52331533310297 0.0666297403812246 5.39304444653266 5.65459979110361 5.52281358721935
"Precision for the Gaussian observations" 8.53500720565106 1.27242046404295 6.29109149161064 11.293577107926 8.27841978432191
"Theta1 for i" -3.30669728436955 0.152217862363682 -3.59794309788955 -2.99831493902765 -3.32267644290599
"Theta2 for i" 2.36196629181305 0.219434086136315 1.91546479379484 2.77967529333526 2.38873254897298
"Beta for j" -0.0412876557851705 0.0971167967683853 -0.232150833598198 0.15050797841365 -0.0421688275027803
"b0" -0.650584597200696 0.197030961885556 -1.0415866427628 -0.25446356583108 -0.653033641276722
"b0pp" 5.51692013122241 0.0659648784573369 5.38701365554107 5.64600599173179 5.51731180540198
"Precision for the Gaussian observations" 6.95172913922116 0.908757039110147 5.31969831143428 8.89437095932423 6.80120976234727
"Theta1 for i" -3.1667788771613 0.134845969040529 -3.42200374508596 -2.89103231591842 -3.18575652237491
"Theta2 for i" 2.02687845515851 0.235205571617958 1.53999962642876 2.46516203593942 2.07155383341714
"Beta for j" 0.053005419341833 0.0817235135969243 -0.107441812862072 0.214564503207264 0.0519572242433565
"b0" 0.823163658819165 0.136628139817275 0.53597794236959 1.08216510238089 0.837501094131681
"b0pp" 5.50678560178292 0.06779634401697 5.37152417399633 5.63792132501988 5.50872131100111
"Precision for the Gaussian observations" 5.79872633189295 0.70555564188663 4.5166865125853 7.29256883570161 5.70104655075448
"Theta1 for i" -2.99334027635069 0.179921010426452 -3.33925123237794 -2.63032006342583 -3.00934216998075
"Theta2 for i" 2.26502763325022 0.245557379768599 1.76713095289735 2.73448392352032 2.29151905911478
"Beta for j" 0.0885003853953621 0.119633437465213 -0.146642692174111 0.324724052584812 0.0874793840669098
"b0" 0.0593534175781593 0.242724436953356 -0.425696388852841 0.545094638004698 0.0574597691616673
"b0pp" 5.52356563940828 0.072186577999757 5.38107178800318 5.66550183941121 5.52371872020053
"Precision for the Gaussian observations" 7.03679222924713 0.958671007248063 5.31846133301909 9.08916487287159 6.8775635658399
"Theta1 for i" -3.13284276614847 0.143607994654753 -3.40276480216518 -2.83751135859369 -3.15622637050404
"Theta2 for i" 1.8337302021413 0.271205304113974 1.26686021592943 2.33250732185816 1.89631309386287
"Beta for j" 0.124300123237083 0.0782444334872639 -0.0291171858746856 0.27917351684377 0.122930471891474
"b0" 0.175607574645842 0.140356515046613 -0.113783722166915 0.448209313650361 0.183532128672948
"b0pp" 5.50616524584081 0.0684259285728736 5.36938355060108 5.63835594968309 5.50834537641467
"Precision for the Gaussian observations" 7.08293839653241 1.12056766243668 5.10544907521573 9.51001431753579 6.86867775841864
"Theta1 for i" -3.32571597698541 0.194358242597782 -3.69627921457385 -2.9307318144663 -3.34842800562873
"Theta2 for i" 2.4326042981128 0.248176261132651 1.92726920662517 2.90468249831899 2.46349181086164
"Beta for j" 0.134429599989665 0.109286518142683 -0.0787165341857846 0.351881346636509 0.130391457424312
"b0" 0.240186506972074 0.17581289662994 -0.100083219081204 0.601109727204906 0.229370865571882
"b0pp" 5.52031360563934 0.0656709001842429 5.39161675306987 5.64936167731712 5.52014296484632
"Precision for the Gaussian observations" 6.69011079288559 0.887590255802246 5.10647105803549 8.59770803398983 6.52721936471192
"Theta1 for i" -3.18434604224243 0.143574981494859 -3.45868698815784 -2.89309426766528 -3.2000912128992
"Theta2 for i" 2.17313893766602 0.217061230516689 1.72938151645511 2.58406066898865 2.20353265657319
"Beta for j" 0.0511877774043422 0.0860806853744017 -0.118212286918707 0.220961809034206 0.0508310263312494
"b0" -0.294553286669253 0.283788079745693 -0.878112674254214 0.248323650580077 -0.271374023916364
"b0pp" 5.48285128523634 0.0760711863444414 5.32551168306034 5.62527899669316 5.49019388351975
"Precision for the Gaussian observations" 7.63108715143669 1.01955318623745 5.81631530462169 9.82634132893896 7.43774229894954
"Theta1 for i" -3.15640264959973 0.116197587341226 -3.37447088026478 -2.91718755134593 -3.17588892513045
"Theta2 for i" 1.63954790481893 0.265301514192237 1.07649898504416 2.11618554115644 1.7196404575765
"Beta for j" 0.0833163869509103 0.0654750172187981 -0.0447347402811799 0.21324109237406 0.0815574531909769
"b0" -0.568391082557908 0.213667899406996 -0.992200490701248 -0.1382983987162 -0.571763839723019
"b0pp" 5.51762095745588 0.0655763077795918 5.3886712646864 5.64606440553627 5.51787727651901
"Precision for the Gaussian observations" 6.31585738483787 0.763993833807359 4.93777930226656 7.94369374059726 6.19191713520907
"Theta1 for i" -3.01913238519663 0.134790352420174 -3.27230659971624 -2.74179299314582 -3.04137372474415
"Theta2 for i" 1.84127026248088 0.258405114998006 1.29981612549862 2.31482565227054 1.90373441140209
"Beta for j" 0.00965065051619832 0.0835366635786579 -0.155681291237914 0.173468990653029 0.0110754499096733
"b0" 0.0836448907844746 0.212856487929214 -0.355114982274208 0.493170378202504 0.0991730251613453
"b0pp" 5.52435261171287 0.067072385615663 5.39358339867977 5.65704112880268 5.52344652608588
"Precision for the Gaussian observations" 7.62494256997308 0.958653999377901 5.90321600200427 9.67463142849272 7.46134798601883
"Theta1 for i" -3.05958770912523 0.126910635208116 -3.29978667756822 -2.80002383693932 -3.07746438762213
