"mean" "sd" "0.025quant" "0.975quant" "mode"
"b0" -0.592030714657351 0.153435721127405 -0.862551544027928 -0.248098980894592 -0.624781577949657
"Precision for the Gaussian observations" 3.97818113741414 0.448660441491226 3.15519215723396 4.92070985705368 3.92544053042456
"Theta1 for i" -3.02720719948921 0.204662719358134 -3.40888087155891 -2.60388838580782 -3.06560368034238
"Theta2 for i" 2.12053974177387 0.295900341292802 1.50424395979136 2.66714336144736 2.18486921654274
"Beta for k" 0.702913748831817 0.233577052463685 0.237469295938448 1.157714168086 0.712871098344138
"b0" -0.356366046740056 0.120660080217012 -0.60008450307215 -0.122186379556517 -0.35167018387998
"Precision for the Gaussian observations" 4.49625152713862 0.523573720441784 3.54383813223357 5.60406901643584 4.42267518718942
"Theta1 for i" -3.11248417246874 0.156534144431896 -3.40732225358555 -2.79118798617511 -3.1369368851537
"Theta2 for i" 1.97433965441259 0.237797355804708 1.48057432796126 2.41547880361622 2.02290273312336
"Beta for k" 0.335781618581537 0.136668375129774 0.0706195851731157 0.609066731622287 0.328182163047906
"b0" 0.211390416999755 0.0734343718606054 0.073324739825877 0.363549729854716 0.20458324215586
"Precision for the Gaussian observations" 7.01055393877415 0.837994114516422 5.48253605535818 8.7796528632275 6.90195923171531
"Theta1 for i" -3.18130956757626 0.127005668851249 -3.42227462980533 -2.92210253761358 -3.19820088463837
"Theta2 for i" 1.98883409663675 0.24413924939227 1.482869251467 2.44307796360874 2.03634775255607
"Beta for k" -0.054232731426211 0.135971093823523 -0.318538302232156 0.217189176729499 -0.0608986194784037
"b0" -0.0989919177661783 0.0656425710490949 -0.233757720870681 0.0243198237223739 -0.0930864669392966
"Precision for the Gaussian observations" 5.78956817107338 0.626640281798306 4.63886677764748 7.10503608733199 5.7150034751339
"Theta1 for i" -2.8958874816076 0.117097673387843 -3.11695578786276 -2.65595862306961 -2.91331908515842
"Theta2 for i" 1.35077101685289 0.288089093348907 0.736316270842017 1.86420030253681 1.44458144474843
"Beta for k" -0.465924378270518 0.107188550763989 -0.677237940359445 -0.254891384825588 -0.46565366454714
"b0" 0.224689053715457 0.162433267066656 -0.0872584512090867 0.554496525584702 0.215073661049005
"Precision for the Gaussian observations" 6.05786196623706 0.649794727514208 4.86869037012852 7.4259049569826 5.97277027366695
"Theta1 for i" -2.90250163982371 0.113734153365968 -3.11828291028576 -2.6704396021095 -2.91761170732073
"Theta2 for i" 1.24755185732852 0.319467620877892 0.554499404851366 1.80000631618803 1.37975125011904
"Beta for k" 0.513476774723931 0.0877194375468629 0.340847175927166 0.68645860329268 0.513140801362272
"b0" 0.188159942148843 0.0714936373821695 0.0543136837250527 0.335095411386428 0.181161218582889
"Precision for the Gaussian observations" 7.39073794939479 0.866904615365826 5.82580927965251 9.23678212622003 7.24889915634089
"Theta1 for i" -3.07380924070688 0.107997343259389 -3.27835253988285 -2.85310613809264 -3.08877394853376
"Theta2 for i" 1.47627695590097 0.261614581659329 0.918629026304275 1.94288084753252 1.5608352152031
"Beta for k" -0.22519872863581 0.0815867392163206 -0.386602841322874 -0.0651404516462223 -0.223931772596763
"b0" -0.203740013547539 0.122534862549342 -0.468391866041526 0.018034717587532 -0.183512860307262
"Precision for the Gaussian observations" 5.91000359514637 0.680393847079532 4.66355223839007 7.34079833128219 5.82889245935107
"Theta1 for i" -3.060772397111 0.155543857339625 -3.3516115853566 -2.73973789976377 -3.0886746825335
"Theta2 for i" 2.11625132158159 0.232269606232875 1.63260306448325 2.54532760606809 2.16676249321301
"Beta for k" 0.481250530949654 0.150922565498419 0.186132020009375 0.780753852949544 0.477138999682511
"b0" 0.352310591558599 0.126820380996643 0.132282865967439 0.624990045405302 0.319056837678466
"Precision for the Gaussian observations" 7.0495850419055 0.843211411621393 5.52681765010052 8.84446508557515 6.91471802163074
"Theta1 for i" -3.1205569755016 0.104068191257069 -3.31798952065531 -2.90816631984308 -3.1344165353826
"Theta2 for i" 1.31113462073576 0.287956562217624 0.690479903152277 1.81558968777863 1.41951244837897
"Beta for k" -0.0538118029745321 0.1010758843613 -0.252090351456537 0.146211601516011 -0.0554586127984832
"b0" -0.521637411487036 0.205600143020071 -0.948580516600043 -0.167031042925062 -0.48157935523475
"Precision for the Gaussian observations" 5.49137230717843 0.651125304714559 4.30958149151869 6.87148922241767 5.39677728242287
"Theta1 for i" -2.8968866394636 0.132409233079517 -3.14892232168745 -2.62739888322599 -2.91309005892873
"Theta2 for i" 0.852819675096795 0.392413211568604 -0.0193927942398664 1.49906618662477 1.06656335666644
"Beta for k" 0.202174970629928 0.105292966822922 -0.00450411833329942 0.410465810105633 0.200650037283128
"b0" 0.0729901299446379 0.0840404849853932 -0.0882067788917314 0.243433546822485 0.0684960286566394
"Precision for the Gaussian observations" 5.59742842358757 0.63958233471119 4.42175072845589 6.93848680714023 5.52766914455933
"Theta1 for i" -3.04731090121085 0.134693315888066 -3.30225507155681 -2.77189216691889 -3.06625154722515
"Theta2 for i" 1.83907068915829 0.239676003559757 1.340632998281 2.28286794971426 1.88936237258333
"Beta for k" 0.0415387115427572 0.116213695601232 -0.186176760354466 0.271727883950499 0.039211693241869
"b0" -0.427228917308076 0.175357760818824 -0.825853310374967 -0.130918446177883 -0.383813069295212
"Precision for the Gaussian observations" 5.37004202779806 0.591815093547219 4.28021984466978 6.60905041075155 5.30642910843598
"Theta1 for i" -2.95307467491519 0.130858458129423 -3.20230847372296 -2.68689983206215 -2.96881884875662
"Theta2 for i" 1.60806281933108 0.31920704395285 0.94116651178605 2.19531603567623 1.68144098333561
"Beta for k" 0.360736876396277 0.140626641014425 0.0790252813651813 0.633213886028683 0.369414833460243
"b0" -1.0771386065433 0.160960469821184 -1.42464606982686 -0.797078716816138 -1.04237488921152
"Precision for the Gaussian observations" 6.24091995662997 0.741313904451234 4.8994278149915 7.8161299618405 6.12648831557822
"Theta1 for i" -3.15616413448074 0.102708457826147 -3.35094617718462 -2.94649454191321 -3.16996060625815
"Theta2 for i" 1.09649225304392 0.335590853393848 0.362117013921252 1.66810165223881 1.24991557284879
"Beta for k" 0.212318122845777 0.0888478285619339 0.03765990246187 0.387765881236413 0.211570167717001
"b0" 0.0162844223649428 0.0809648504474208 -0.150845498165594 0.169374967387185 0.0230187441827102
"Precision for the Gaussian observations" 4.89601400871584 0.538432029711234 3.9102880984474 6.02921222199205 4.82766974252207
"Theta1 for i" -2.94393871241132 0.151281297613131 -3.22919204342767 -2.63367909783985 -2.96704931977432
"Theta2 for i" 1.88767159437131 0.258232598291724 1.3499219130402 2.36484423915965 1.94354614637974
"Beta for k" -0.104622276956462 0.162780244590631 -0.421760016419975 0.219585626972027 -0.111244458802602
"b0" 0.1840035344559 0.0859711559336708 0.0298316176763557 0.366697900646817 0.168233265839378
"Precision for the Gaussian observations" 5.41989972439987 0.613712439990864 4.29646072513658 6.71154977998203 5.34393199373093
"Theta1 for i" -3.00036934392288 0.123405187554606 -3.23471904092919 -2.74873289999459 -3.01640312603322
"Theta2 for i" 1.5206531800829 0.253819788329759 0.986706693679487 1.98282233870695 1.58702356694342
